regulon,target_gene
ATF3(+),HPS5
ATF3(+),ZNF367
ATF3(+),CD2AP
ATF3(+),CEP57
ATF3(+),AREG
ATF3(+),RBMS2
ATF3(+),RPL18
ATF3(+),EIF1
ATF3(+),TRNT1
ATF3(+),SLC12A6
ATF3(+),SDCBP2
ATF3(+),LMTK2
ATF3(+),ZC3H12A
ATF3(+),ZIM2
ATF3(+),KDM6A
ATF3(+),NFKB2
ATF3(+),NT5C3A
ATF3(+),AFF4
ATF3(+),GAB2
ATF3(+),TAF4B
ATF3(+),FAM156A
ATF3(+),FAM234A
ATF3(+),EPPK1
ATF3(+),ALOX12-AS1
ATF3(+),MTUS2
ATF3(+),XKR4
ATF3(+),NABP1
ATF3(+),ASXL3
ATF3(+),EIF4A1
ATF3(+),KCNQ1OT1
ATF3(+),MYO18A
ATF3(+),ZNF460
ATF3(+),MYT1L
ATF3(+),PPP1R12B
ATF3(+),RAD50
ATF3(+),PARVG
ATF3(+),ADGRG2
ATF3(+),SLITRK4
ATF3(+),MMP28
ATF3(+),SRGAP2
ATF3(+),BEAN1
ATF3(+),NCOA2
ATF3(+),ARHGAP6
ATF3(+),XIRP2
ATF3(+),EDIL3
ATF3(+),IL6
ATF3(+),HIST1H2AL
ATF3(+),PI4KB
ATF3(+),CHAC1
ATF3(+),VIPR2
ATF3(+),TTN
ATF3(+),CDK18
ATF3(+),PHLPP2
ATF3(+),EXPH5
ATF3(+),ZNF107
ATF3(+),SLC39A11
ATF3(+),RASL10A
ATF3(+),ADGRF4
ATF3(+),SLC25A48
ATF3(+),SIAH2
ATF3(+),HIC2
ATF3(+),MPP6
ATF3(+),EIF5
ATF3(+),AGAP3
ATF3(+),RPL13
ATF3(+),PDK3
ATF3(+),OLMALINC
ATF3(+),MUC13
ATF3(+),LINC00472
ATF3(+),ARID5A
ATF3(+),TEX29
ATF3(+),S100A11
ATF3(+),BBOF1
ATF3(+),PCDHGA1
ATF3(+),TOX
ATF3(+),SMARCA5-AS1
ATF3(+),RPS3
ATF3(+),PPP1R13L
ATF3(+),POC1B-GALNT4
ATF3(+),HIST1H3B
ATF3(+),SHF
ATF3(+),ESAM
ATF3(+),BICD1
ATF3(+),DYNLL2
ATF3(+),PRPF6
ATF3(+),HAS3
ATF3(+),PCF11
ATF3(+),RAB24
ATF3(+),MTFR2
ATF3(+),TTC21A
ATF3(+),MT2A
ATF3(+),PI4KA
ATF3(+),FASTKD5
ATF3(+),U2AF1L5
ATF3(+),ZFYVE9
ATF3(+),PUS7
ATF3(+),SLC25A42
ATF3(+),PRDM15
ATF3(+),ENO1
ATF3(+),ELAVL3
ATF3(+),FUS
ATF3(+),SNHG7
ATF3(+),TAL2
ATF3(+),SCO2
ATF3(+),IGSF10
ATF3(+),TRPV1
ATF3(+),TDRD9
ATF3(+),HSPA8
ATF3(+),SLC35E2B
ATF3(+),ITGA11
ATF3(+),MMP17
ATF3(+),PCDH11X
ATF3(+),KCNIP4
ATF3(+),EFNA2
ATF3(+),FADS1
ATF3(+),MEOX2
ATF3(+),CCDC110
ATF3(+),GRIN2A
ATF3(+),FBL
ATF3(+),ZNF10
ATF3(+),ATP13A1
ATF3(+),PRKCB
ATF3(+),PYGM
ATF3(+),GSTM2
ATF3(+),FSIP2
ATF3(+),ACTR5
ATF3(+),CCZ1B
ATF3(+),ZNF787
ATF3(+),ROBO1
ATF3(+),TMEM74
ATF3(+),C7orf25
ATF3(+),CASS4
ATF3(+),PPTC7
ATF3(+),SUSD3
ATF3(+),NFKBIE
ATF3(+),MIR181A2HG
ATF3(+),SNAI1
ATF3(+),TMEM156
ATF3(+),IRS2
ATF3(+),KCNQ1
ATF3(+),IGFBP2
ATF3(+),PLEKHF2
ATF3(+),ABCG4
ATF3(+),FGFR3
ATF3(+),DPH1
ATF3(+),ASCL2
ATF3(+),INTS6L
ATF3(+),BTK
ATF3(+),HBM
ATF3(+),ADSSL1
ATF3(+),TCERG1L
ATF3(+),RRAGD
ATF3(+),AKAP9
ATF3(+),FAM13C
ATF3(+),EGOT
ATF3(+),TTPAL
ATF3(+),MIR22HG
ATF3(+),ADAMTS7
ATF3(+),SLC25A21-AS1
ATF3(+),C6orf132
ATF3(+),IGFBP7-AS1
ATF3(+),CCNO
ATF3(+),SALRNA2
ATF3(+),USP38
ATF3(+),U2AF1
ATF3(+),TRIM50
ATF3(+),CCT2
ATF3(+),PLSCR3
ATF3(+),TGFB1I1
ATF3(+),RHOB
ATF3(+),NARF
ATF3(+),LRG1
ATF3(+),NME2
ATF3(+),HIPK4
ATF3(+),EVC2
ATF3(+),CKS2
ATF3(+),RASD1
ATF3(+),CXCL8
ATF3(+),HYPK
ATF3(+),TCF7
ATF3(+),ARC
ATF3(+),AOC3
ATF3(+),MYCL
ATF3(+),PAXBP1
ATF3(+),SERP2
ATF3(+),TMEM221
ATF3(+),ICAM5
ATF3(+),FANCC
ATF3(+),MAPK11
ATF3(+),LRRFIP2
ATF3(+),PEAK1
ATF3(+),NUDT10
ATF3(+),NXF1
ATF3(+),TRAPPC5
ATF3(+),PCDHGA7
ATF3(+),SLC29A1
ATF3(+),MSS51
ATF3(+),HIST2H2AA3
