regulon,target_gene
ATF3(+),LUC7L2
ATF3(+),CALM1
ATF3(+),EGR1
ATF3(+),ANP32B
ATF3(+),LRP1B
ATF3(+),SMNDC1
ATF3(+),CNN2
ATF3(+),IFNGR1
ATF3(+),MID1
ATF3(+),BAMBI
ATF3(+),RND1
ATF3(+),NCAPH
ATF3(+),HSPH1
ATF3(+),PPP6C
ATF3(+),SHROOM2
ATF3(+),SARAF
ATF3(+),KRAS
ATF3(+),MARCH5
ATF3(+),GADD45A
ATF3(+),CD83
ATF3(+),ZNF331
ATF3(+),TBCC
ATF3(+),HERPUD1
ATF3(+),NFE2L2
ATF3(+),PXN
ATF3(+),SYT1
ATF3(+),FGFR2
ATF3(+),SGK1
ATF3(+),TMEM230
ATF3(+),SMARCE1
ATF3(+),TUBB3
ATF3(+),ATG10
ATF3(+),ID4
ATF3(+),RCC1
ATF3(+),C5orf51
ATF3(+),NR2F2
ATF3(+),RAP1B
ATF3(+),RAD50
ATF3(+),CCDC102A
ATF3(+),ROBO2
ATF3(+),ZFP36L2
ATF3(+),GABARAPL2
ATF3(+),MYC
ATF3(+),NUP58
ATF3(+),LINC00623
ATF3(+),EDN1
ATF3(+),PMAIP1
ATF3(+),IMP3
ATF3(+),SORBS3
ATF3(+),TES
ATF3(+),PART1
ATF3(+),CTGF
ATF3(+),PLK2
ATF3(+),SLC25A39
ATF3(+),TGIF1
ATF3(+),PCDH9
ATF3(+),CDV3
ATF3(+),ZBTB7A
ATF3(+),HSPA1A
ATF3(+),ZBTB10
ATF3(+),ID3
ATF3(+),SCHLAP1
ATF3(+),RASSF5
ATF3(+),SHCBP1
ATF3(+),CRTAC1
ATF3(+),MIEN1
ATF3(+),MYLIP
ATF3(+),ZIM2
ATF3(+),ADM
ATF3(+),PRMT1
ATF3(+),ZNF24
ATF3(+),EPHB2
ATF3(+),RBM38
