regulon,target_gene
ATF1(+),HNRNPF
ATF1(+),CCDC47
ATF1(+),VRK3
ATF1(+),PPT2
ATF1(+),ZNF266
ATF1(+),GORASP1
ATF1(+),DIP2C
ATF1(+),CSNK1A1
ATF1(+),RAB2A
ATF1(+),ESCO2
ATF1(+),TBC1D10A
ATF1(+),MAPK1IP1L
ATF1(+),YARS
ATF1(+),TMEM183A
ATF1(+),DENND1B
ATF1(+),TMEM231
ATF1(+),RNF138
ATF1(+),SSR1
ATF1(+),CYC1
ATF1(+),ANXA6
ATF1(+),ACOT9
ATF1(+),RAB14
ATF1(+),CFLAR
ATF1(+),ZNF566
ATF1(+),CUEDC1
ATF1(+),MOAP1
ATF1(+),ZNF318
ATF1(+),MYL12A
ATF1(+),NDUFA7
ATF1(+),CTSB
ATF1(+),DENR
ATF1(+),LINC01509
ATF1(+),HABP4
ATF1(+),CDV3
ATF1(+),RABEP1
ATF1(+),ZFP64
ATF1(+),MUL1
ATF1(+),PRKAR1A
ATF1(+),DRAM2
ATF1(+),CEPT1
ATF1(+),LSM6
ATF1(+),ACO2
ATF1(+),SAMD8
ATF1(+),DNAJB6
ATF1(+),SIN3A
ATF1(+),DCTN1
ATF1(+),PREPL
ATF1(+),SC5D
ATF1(+),EVA1A
ATF1(+),FUBP3
ATF1(+),CRYZL1
ATF1(+),RPN1
ATF1(+),ZBTB25
ATF1(+),KCTD3
ATF1(+),TRAF3
ATF1(+),EFTUD2
ATF1(+),MRPL1
ATF1(+),GTDC1
ATF1(+),GTF2H3
ATF1(+),SLAIN2
ATF1(+),E4F1
ATF1(+),MYO1C
ATF1(+),PMPCB
ATF1(+),MEX3C
ATF1(+),ANAPC1
ATF1(+),RNF4
ATF1(+),GLRX3
ATF1(+),CAPZA1
ATF1(+),DDT
ATF1(+),RAB6A
ATF1(+),TARDBP
ATF1(+),WWC3
ATF1(+),ZNRD1
ATF1(+),BRD3
ATF1(+),MLST8
ATF1(+),EPB41L2
ATF1(+),INF2
ATF1(+),SMG9
ATF1(+),ZCCHC9
ATF1(+),FMR1
ATF1(+),DUSP14
ATF1(+),SRP68
ATF1(+),RNF19B
ATF1(+),TMEM165
ATF1(+),SAMD4B
ATF1(+),PDK2
ATF1(+),EIF3J
ATF1(+),DPH6
ATF1(+),CSDE1
ATF1(+),ANXA11
ATF1(+),PAFAH1B2
ATF1(+),COPB1
ATF1(+),ERP44
ATF1(+),CCDC130
ATF1(+),BMI1
ATF1(+),SCML4
ATF1(+),SDCBP
ATF1(+),COX19
ATF1(+),ELMO2
ATF1(+),RP2
ATF1(+),DUSP11
ATF1(+),BTF3L4
ATF1(+),TBK1
ATF1(+),EIF2S2
ATF1(+),DYNLL1
ATF1(+),ELK3
ATF1(+),ACBD3
ATF1(+),ARF1
ATF1(+),UBE2A
ATF1(+),GLB1
ATF1(+),CCDC186
ATF1(+),MSANTD2
ATF1(+),TANK
ATF1(+),CRTAC1
ATF1(+),MITD1
ATF1(+),CREM
ATF1(+),YWHAZ
ATF1(+),RBMS2
ATF1(+),UBE2J1
ATF1(+),GPATCH8
ATF1(+),MRPS18B
ATF1(+),NBR1
ATF1(+),SDHB
ATF1(+),MLF1
ATF1(+),RAB1A
ATF1(+),BIN3
ATF1(+),RAP1B
ATF1(+),SETD3
ATF1(+),SMARCA1
ATF1(+),GTF2H5
ATF1(+),C9orf72
ATF1(+),CBX3
ATF1(+),CEP72
ATF1(+),H1FX
ATF1(+),MARCH7
ATF1(+),STARD4
ATF1(+),ATF1
ATF1(+),TNPO1
ATF1(+),HTATSF1
ATF1(+),CBFB
ATF1(+),DPM1
ATF1(+),LYPLAL1
ATF1(+),TMEM230
ATF1(+),OXR1
ATF1(+),DCTD
ATF1(+),RWDD4
ATF1(+),EEF1D
ATF1(+),CDIPT
ATF1(+),ARHGDIA
ATF1(+),PALM2
ATF1(+),FHL3
ATF1(+),BBIP1
ATF1(+),UBE2D3
ATF1(+),AMZ2
ATF1(+),RNF11
ATF1(+),ATP6V1E2
ATF1(+),PSME4
ATF1(+),EPN1
ATF1(+),LINC00623
ATF1(+),CCSER2
ATF1(+),TMEM167A
ATF1(+),GGNBP2
ATF1(+),PRKAG1
ATF1(+),LMAN2
ATF1(+),CAP1
ATF1(+),MANBAL
ATF1(+),SART1
ATF1(+),FIBP
ATF1(+),TAF12
ATF1(+),AURKAIP1
ATF1(+),FBXW9
ATF1(+),EIF2B2
ATF1(+),GNAI3
ATF1(+),AP1B1
ATF1(+),POMP
ATF1(+),PIK3CA
ATF1(+),ATP6V1D
ATF1(+),INO80B
ATF1(+),MED6
ATF1(+),POLR2K
ATF1(+),RPL26L1
ATF1(+),POLDIP3
ATF1(+),UBA5
ATF1(+),COG2
ATF1(+),ZFAND3
ATF1(+),METTL14
ATF1(+),CWC15
ATF1(+),RIC8A
ATF1(+),CKMT2-AS1
ATF1(+),VTA1
ATF1(+),SBDS
ATF1(+),ACTR6
ATF1(+),NFKBIL1
ATF1(+),FAM96B
ATF1(+),EDRF1
ATF1(+),TIMMDC1
ATF1(+),CHCHD5
ATF1(+),MARK2
ATF1(+),OGT
ATF1(+),ZNF778
ATF1(+),SFSWAP
ATF1(+),URM1
ATF1(+),NOC2L
ATF1(+),TMEM33
ATF1(+),GTPBP2
ATF1(+),WTAP
ATF1(+),C14orf119
ATF1(+),CBLL1
ATF1(+),COQ6
ATF1(+),BAG4
ATF1(+),LSM1
ATF1(+),NUP54
ATF1(+),RRP36
ATF1(+),SLC44A1
ATF1(+),DNAJA3
ATF1(+),CDC37L1
ATF1(+),CLINT1
ATF1(+),NDUFB5
ATF1(+),SMIM15
ATF1(+),ING2
ATF1(+),PDCD10
ATF1(+),PSMA5
ATF1(+),ST3GAL4
ATF1(+),ITGB1BP1
ATF1(+),FUT8
ATF1(+),WWOX
ATF1(+),POLDIP2
ATF1(+),LAMTOR3
ATF1(+),SERBP1
ATF1(+),PRPF18
ATF1(+),DHX16
ATF1(+),NUP35
ATF1(+),TUBGCP2
ATF1(+),RGL2
ATF1(+),TOMM70
ATF1(+),CIZ1
ATF1(+),EAPP
ATF1(+),GPAA1
ATF1(+),ANXA4
ATF1(+),KLHDC2
ATF1(+),VAC14
ATF1(+),RIOK3
ATF1(+),ATP6V1E1
ATF1(+),SPAG7
ATF1(+),CCNL2
ATF1(+),USP16
ATF1(+),RAB18
ATF1(+),RBBP5
ATF1(+),NAA20
ATF1(+),PLRG1
ATF1(+),HNRNPK
ATF1(+),CETN3
ATF1(+),TRMT11
ATF1(+),BRF2
ATF1(+),HDHD2
ATF1(+),ABI1
ATF1(+),SLC35A4
ATF1(+),ADRM1
ATF1(+),SZRD1
ATF1(+),SFT2D1
ATF1(+),ACTR3
ATF1(+),NIFK
ATF1(+),SERINC1
