regulon,target_gene
ATF3(+),PRDM1
ATF3(+),RILPL2
ATF3(+),STAT5A
ATF3(+),FKBP8
ATF3(+),NUDT14
ATF3(+),SLC6A3
ATF3(+),FCGRT
ATF3(+),PSAP
ATF3(+),CCL4
ATF3(+),NPL
ATF3(+),USF2
ATF3(+),AHCY
ATF3(+),SLC38A6
ATF3(+),ALDH16A1
ATF3(+),NME2
ATF3(+),IFNAR1
ATF3(+),GNAI2
ATF3(+),C7orf50
ATF3(+),RAMP1
ATF3(+),DPP7
ATF3(+),SNX10
ATF3(+),FUS
ATF3(+),TIPARP
ATF3(+),CD28
ATF3(+),SCARB2
ATF3(+),DNAJB1
ATF3(+),MANBA
ATF3(+),SPINT2
ATF3(+),AP1B1
ATF3(+),SERP1
ATF3(+),SETDB2
ATF3(+),F13A1
ATF3(+),HLA-DMB
ATF3(+),BAG3
ATF3(+),CASS4
ATF3(+),SRSF2
ATF3(+),SIRT2
ATF3(+),ARID4B
ATF3(+),CCL4L2
ATF3(+),KLF10
ATF3(+),RHOB
ATF3(+),SNX6
ATF3(+),UBAC1
ATF3(+),ZNF385A
ATF3(+),PLA2G7
ATF3(+),OAZ1
ATF3(+),BCAT1
ATF3(+),APOC1
ATF3(+),CAP1
ATF3(+),MINOS1
ATF3(+),CCL3
ATF3(+),KCTD12
ATF3(+),TAOK3
ATF3(+),DENND5B
ATF3(+),CD59
ATF3(+),TLR7
ATF3(+),GPR183
ATF3(+),GTF2B
ATF3(+),IL6R
ATF3(+),PYCARD
ATF3(+),CCL3L1
ATF3(+),MUC12
ATF3(+),NUFIP2
ATF3(+),IL1RN
ATF3(+),IL1B
ATF3(+),ABCG1
ATF3(+),NFKBIA
ATF3(+),CLEC7A
ATF3(+),CCDC170
ATF3(+),NAA20
ATF3(+),CYB5D1
ATF3(+),NCOA4
ATF3(+),ARF3
ATF3(+),BLVRA
ATF3(+),NTN4
ATF3(+),SIDT1
ATF3(+),HMGXB3
ATF3(+),TNFSF9
ATF3(+),SRRM2
ATF3(+),WNK1
ATF3(+),PRMT9
ATF3(+),HCK
ATF3(+),BCL3
ATF3(+),CTSL
ATF3(+),TYROBP
ATF3(+),RANBP2
ATF3(+),HSP90B1
ATF3(+),NEK3
ATF3(+),ABHD1
ATF3(+),KPNA4
ATF3(+),SAT1
ATF3(+),CMTM3
ATF3(+),VSIG4
ATF3(+),SLC25A5
ATF3(+),SLC5A3
ATF3(+),HLA-DPA1
ATF3(+),SOD1
ATF3(+),BNIP3
ATF3(+),NECAB3
ATF3(+),CTSD
ATF3(+),MAFB
ATF3(+),TSEN34
ATF3(+),HPGDS
ATF3(+),SLCO2B1
ATF3(+),ARL8B
ATF3(+),CNRIP1
ATF3(+),IFNGR2
ATF3(+),C3AR1
ATF3(+),PSMF1
ATF3(+),RNASET2
ATF3(+),POLD4
ATF3(+),CCRL2
ATF3(+),SNAPC1
ATF3(+),ADRM1
ATF3(+),MTG1
ATF3(+),IL6ST
ATF3(+),FAM96A
ATF3(+),DNAJA1
ATF3(+),GPR137B
ATF3(+),CPVL
ATF3(+),TMBIM6
ATF3(+),RPL22L1
